elapsed_time,steer_angle,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,yaw_rate,acc_x,acc_y,true_vx,true_x,true_y,true_yaw
5.08,-4.227,810.0,793.0,818.0,796.0,-0.39,-2.362,-8.177,16.854,51.107,1.318,-0.207
5.1,-4.074,808.0,787.0,811.0,790.0,-0.32,-6.121,-7.584,16.825,51.42,1.263,-0.213
5.12,-4.074,801.0,782.0,798.0,786.0,-0.243,-7.267,-2.61,16.767,51.732,1.207,-0.218
5.14,-3.805,790.0,778.0,788.0,770.0,-0.232,-7.479,-2.44,16.716,52.059,1.136,-0.225
5.16,-3.805,783.0,773.0,778.0,763.0,-0.222,-7.823,-3.54,16.63,52.385,1.063,-0.232
5.18,-3.469,777.0,767.0,773.0,765.0,-0.174,-7.349,-1.891,16.511,52.709,0.989,-0.237
5.2,-3.469,770.0,761.0,766.0,759.0,-0.125,-6.575,0.348,16.33,53.012,0.92,-0.239
5.22,-3.469,758.0,748.0,760.0,755.0,-0.105,-7.126,-1.348,16.185,53.329,0.845,-0.243
5.24,-3.014,746.0,745.0,750.0,750.0,-0.081,-7.608,-2.89,16.039,53.643,0.77,-0.247
5.26,-3.014,743.0,740.0,742.0,745.0,-0.007,-7.161,0.985,15.894,53.954,0.695,-0.249
5.28,-2.442,736.0,740.0,735.0,740.0,0.053,-6.203,1.993,15.752,54.261,0.619,-0.252
5.3,-2.442,728.0,734.0,725.0,738.0,0.088,-5.674,0.828,15.535,54.532,0.559,-0.251
5.32,-2.442,718.0,731.0,716.0,730.0,0.115,-5.489,2.244,15.322,54.798,0.501,-0.249
5.34,-1.734,715.0,727.0,711.0,727.0,0.168,-5.287,3.38,15.195,55.095,0.429,-0.248
5.36,-1.734,710.0,726.0,707.0,724.0,0.212,-5.178,4.973,15.076,55.39,0.359,-0.247
5.38,-1.734,705.0,722.0,707.0,723.0,0.231,-4.165,4.242,14.966,55.682,0.289,-0.244
5.4,-1.008,698.0,721.0,701.0,718.0,0.265,-3.256,4.437,14.858,55.971,0.227,-0.239
5.42,-1.008,697.0,718.0,694.0,717.0,0.309,-3.112,3.778,14.76,56.258,0.167,-0.233
5.44,-0.301,695.0,715.0,692.0,716.0,0.34,-2.838,7.675,14.674,56.546,0.104,-0.229
5.46,-0.301,690.0,714.0,689.0,715.0,0.346,-2.613,5.797,14.598,56.832,0.043,-0.223
5.48,-0.301,685.0,714.0,687.0,714.0,0.358,-1.718,4.099,14.532,57.118,-0.016,-0.218
5.5,0.365,680.0,712.0,686.0,716.0,0.357,-0.884,3.241,14.475,57.405,-0.056,-0.21
5.52,0.365,683.0,710.0,689.0,714.0,0.389,-0.275,10.29,14.429,57.692,-0.091,-0.202
5.54,0.944,685.0,712.0,686.0,715.0,0.397,-0.285,8.79,14.396,57.976,-0.139,-0.195
5.56,0.944,683.0,715.0,684.0,713.0,0.413,0.219,4.639,14.375,58.26,-0.186,-0.188
5.58,0.944,676.0,713.0,683.0,713.0,0.419,-0.728,3.956,14.365,58.544,-0.23,-0.18
5.6,1.491,674.0,709.0,680.0,712.0,0.428,-1.409,4.074,14.507,58.89,-0.32,-0.172
5.62,1.491,674.0,708.0,678.0,711.0,0.426,-2.47,9.361,14.499,59.177,-0.364,-0.163
5.64,1.994,679.0,706.0,680.0,709.0,0.434,-2.242,9.653,14.485,59.464,-0.404,-0.155
5.66,1.994,672.0,708.0,676.0,707.0,0.439,-1.543,5.505,14.462,59.751,-0.443,-0.147
5.68,1.994,668.0,708.0,670.0,707.0,0.473,-2.866,4.253,14.433,60.038,-0.478,-0.138
5.7,2.422,672.0,709.0,668.0,705.0,0.52,-2.257,10.378,14.394,60.324,-0.511,-0.129
5.72,2.422,668.0,706.0,662.0,699.0,0.547,-3.208,6.979,14.097,60.491,-0.567,-0.121
5.74,2.755,662.0,705.0,653.0,698.0,0.559,-3.449,6.886,14.046,60.77,-0.598,-0.112
5.76,2.755,656.0,701.0,649.0,693.0,0.56,-5.282,7.559,13.99,61.05,-0.625,-0.101
5.78,2.755,647.0,695.0,645.0,690.0,0.546,-6.738,8.942,13.922,61.328,-0.65,-0.091
5.8,3.107,655.0,688.0,644.0,685.0,0.573,-6.045,13.52,13.874,61.621,-0.668,-0.079
5.82,3.107,649.0,686.0,639.0,685.0,0.58,-4.884,4.824,13.815,61.913,-0.683,-0.067
5.84,3.411,639.0,678.0,614.0,682.0,0.596,-4.055,3.0,13.713,62.189,-0.696,-0.056
5.86,3.411,635.0,673.0,590.0,679.0,0.639,-4.697,8.225,13.61,62.462,-0.707,-0.045
5.88,3.411,632.0,666.0,576.0,674.0,0.66,-5.096,11.265,13.506,62.733,-0.714,-0.033
5.9,3.67,627.0,664.0,602.0,668.0,0.683,-7.128,12.783,13.409,63.003,-0.718,-0.021
5.92,3.67,621.0,662.0,612.0,665.0,0.646,-4.795,6.947,13.178,63.21,-0.73,-0.008
5.94,3.914,612.0,657.0,596.0,660.0,0.624,-3.342,3.488,12.945,63.411,-0.742,0.004
5.96,3.914,609.0,657.0,580.0,658.0,0.644,-3.464,7.359,12.846,63.669,-0.738,0.017
5.98,3.914,611.0,653.0,581.0,652.0,0.71,-3.684,12.186,12.75,63.925,-0.731,0.03
6.0,4.144,605.0,653.0,592.0,649.0,0.737,-4.171,11.298,13.064,64.366,-0.719,0.048
6.02,4.144,598.0,648.0,591.0,647.0,0.723,-3.593,7.334,12.984,64.626,-0.704,0.062
6.04,4.355,590.0,645.0,586.0,645.0,0.69,-3.358,7.926,12.911,64.884,-0.687,0.075
6.06,4.355,585.0,641.0,587.0,639.0,0.671,-3.541,10.025,12.841,65.141,-0.666,0.089
6.08,4.355,583.0,635.0,590.0,639.0,0.628,-4.494,11.406,12.772,65.396,-0.641,0.103
6.1,4.554,591.0,631.0,590.0,632.0,0.618,-3.678,13.24,12.818,65.694,-0.572,0.117
6.12,4.554,589.0,631.0,587.0,629.0,0.628,-2.394,5.214,12.746,65.947,-0.536,0.131
6.14,4.784,582.0,629.0,579.0,629.0,0.664,-2.178,6.327,12.677,66.198,-0.497,0.144
6.16,4.784,581.0,625.0,566.0,626.0,0.711,-3.422,10.992,12.613,66.448,-0.453,0.157
6.18,4.784,581.0,623.0,570.0,625.0,0.711,-3.104,8.525,12.55,66.695,-0.407,0.17
6.2,4.982,576.0,621.0,570.0,621.0,0.698,-3.821,6.795,12.481,66.935,-0.356,0.184
6.22,4.982,570.0,620.0,563.0,617.0,0.698,-3.871,9.46,12.414,67.172,-0.302,0.199
6.24,5.072,566.0,615.0,568.0,614.0,0.66,-3.755,9.867,12.356,67.413,-0.245,0.213
6.26,5.072,560.0,612.0,564.0,608.0,0.618,-4.053,7.402,12.291,67.653,-0.186,0.227
6.28,5.072,562.0,606.0,560.0,604.0,0.6,-4.777,7.89,12.223,67.89,-0.124,0.241
6.3,5.149,558.0,601.0,559.0,596.0,0.59,-4.874,6.486,12.138,68.124,-0.068,0.253
6.32,5.149,554.0,597.0,555.0,591.0,0.6,-5.317,8.43,12.048,68.355,-0.011,0.265
6.34,5.21,557.0,597.0,547.0,589.0,0.619,-2.899,7.627,11.965,68.585,0.058,0.277
6.36,5.21,550.0,596.0,537.0,590.0,0.654,-3.616,5.396,11.883,68.813,0.129,0.289
6.38,5.21,544.0,595.0,516.0,590.0,0.671,-4.361,3.548,11.806,69.038,0.203,0.301
6.4,5.331,542.0,576.0,486.0,592.0,0.686,-5.439,12.433,11.777,69.292,0.268,0.318
6.42,5.331,540.0,576.0,468.0,585.0,0.717,-3.027,11.406,11.694,69.514,0.345,0.331
6.44,5.501,539.0,583.0,432.0,580.0,0.779,-1.696,9.227,11.614,69.733,0.424,0.344
6.46,5.501,530.0,583.0,379.0,581.0,0.819,-5.001,10.495,11.539,69.95,0.506,0.358
6.48,5.501,522.0,577.0,387.0,582.0,0.867,-6.741,8.067,11.462,70.165,0.59,0.372
6.5,5.667,518.0,577.0,443.0,581.0,0.854,-5.329,7.943,11.461,70.398,0.717,0.394
6.52,5.667,510.0,571.0,483.0,571.0,0.842,-3.179,7.039,11.376,70.607,0.811,0.41
6.54,5.773,509.0,567.0,494.0,562.0,0.827,-3.952,10.064,11.292,70.812,0.907,0.426
6.55,5.773,509.0,565.0,498.0,563.0,0.8,-3.431,8.659,11.248,70.914,0.956,0.435
6.58,5.773,506.0,561.0,499.0,557.0,0.718,-3.354,14.412,11.115,71.214,1.106,0.46
6.59,5.85,506.0,553.0,500.0,554.0,0.685,-3.417,12.194,11.074,71.313,1.158,0.468
6.61,5.85,505.0,552.0,491.0,549.0,0.65,-2.403,5.175,10.987,71.512,1.244,0.482
6.63,5.987,504.0,548.0,486.0,545.0,0.671,-2.283,8.401,10.922,71.704,1.35,0.497
6.65,5.987,504.0,546.0,489.0,544.0,0.712,-1.282,9.917,10.864,71.894,1.458,0.511
6.67,5.987,500.0,547.0,495.0,545.0,0.744,-2.59,7.807,10.815,72.08,1.568,0.525
6.69,6.368,494.0,546.0,492.0,547.0,0.808,-1.619,12.881,10.774,72.264,1.682,0.539
6.71,6.368,495.0,548.0,492.0,549.0,0.827,-0.947,7.935,10.762,72.443,1.819,0.556
6.73,6.781,487.0,549.0,491.0,548.0,0.85,-1.043,8.556,10.732,72.621,1.94,0.57
6.75,6.781,486.0,546.0,489.0,548.0,0.837,-1.28,13.155,10.706,72.797,2.063,0.586
6.77,6.781,491.0,544.0,488.0,546.0,0.816,-1.1,10.185,10.681,72.97,2.189,0.602
6.79,7.114,491.0,544.0,488.0,545.0,0.811,-0.439,7.919,10.661,73.14,2.318,0.619
6.81,7.114,489.0,544.0,487.0,545.0,0.853,0.194,8.099,10.667,73.319,2.451,0.637
6.83,7.405,489.0,546.0,487.0,547.0,0.889,0.222,8.939,10.658,73.484,2.586,0.653
6.85,7.405,485.0,546.0,487.0,546.0,0.893,-0.698,10.306,10.655,73.647,2.724,0.67
6.87,7.405,491.0,545.0,488.0,547.0,0.879,-0.585,12.193,10.654,73.808,2.864,0.687
6.89,7.709,490.0,545.0,487.0,545.0,0.864,-0.484,9.538,10.656,73.966,3.007,0.704
6.91,7.709,489.0,546.0,486.0,548.0,0.88,-0.36,8.03,10.674,74.126,3.159,0.724
6.93,7.709,486.0,546.0,488.0,548.0,0.9,-1.016,11.173,10.676,74.279,3.308,0.741
6.95,8.09,487.0,547.0,488.0,548.0,0.909,-0.83,12.033,10.675,74.43,3.46,0.759
6.97,8.09,485.0,546.0,485.0,547.0,0.902,-0.673,7.496,10.673,74.577,3.615,0.777
6.99,8.531,482.0,543.0,485.0,547.0,0.926,-0.458,9.84,10.67,74.721,3.772,0.794
7.01,8.531,485.0,545.0,483.0,549.0,0.964,-0.492,12.548,10.643,74.88,3.91,0.814
7.03,9.034,487.0,547.0,482.0,551.0,1.006,-0.874,10.976,10.636,75.02,4.071,0.833
7.05,9.034,486.0,551.0,482.0,552.0,1.047,-0.356,12.431,10.629,75.157,4.234,0.852
7.07,9.034,485.0,552.0,483.0,553.0,1.081,-0.144,13.705,10.624,75.29,4.399,0.871
7.09,9.28,483.0,552.0,481.0,553.0,1.077,-0.618,11.362,10.622,75.42,4.568,0.891
7.11,9.28,483.0,553.0,482.0,555.0,1.049,-0.087,9.997,10.551,75.532,4.712,0.914
7.13,9.462,482.0,552.0,484.0,554.0,1.023,0.208,10.435,10.554,75.654,4.884,0.935
7.15,9.462,485.0,549.0,484.0,555.0,1.025,0.199,9.742,10.559,75.772,5.059,0.956
7.17,9.462,488.0,551.0,485.0,553.0,1.037,0.355,10.283,10.565,75.887,5.237,0.978
7.19,9.523,488.0,553.0,488.0,554.0,1.021,-0.088,12.239,10.574,75.998,5.417,0.998
7.21,9.523,487.0,551.0,487.0,555.0,0.972,-0.154,13.5,10.484,76.1,5.555,1.017
7.23,9.523,489.0,551.0,489.0,553.0,0.933,0.132,9.492,10.489,76.204,5.736,1.037
7.25,9.523,494.0,549.0,491.0,553.0,0.907,1.026,10.928,10.493,76.305,5.92,1.057
7.27,9.523,495.0,551.0,494.0,554.0,0.9,1.392,9.652,10.502,76.402,6.107,1.077
7.29,9.475,495.0,552.0,497.0,555.0,0.903,1.519,8.349,10.515,76.495,6.295,1.096
7.31,9.475,496.0,553.0,500.0,557.0,0.882,1.179,10.583,10.618,76.599,6.519,1.113
7.33,9.386,499.0,556.0,500.0,557.0,0.873,1.412,9.799,10.646,76.686,6.713,1.131
7.35,9.386,499.0,558.0,503.0,560.0,0.866,1.192,8.973,10.68,76.768,6.91,1.149
7.37,9.386,503.0,558.0,501.0,560.0,0.849,0.429,12.128,10.716,76.848,7.108,1.167
7.39,9.216,504.0,557.0,502.0,558.0,0.837,-0.574,11.149,10.748,76.924,7.309,1.185
7.41,9.216,504.0,557.0,501.0,558.0,0.845,-0.129,9.092,10.897,77.026,7.563,1.204
7.43,8.973,502.0,559.0,500.0,558.0,0.872,0.161,8.107,10.914,77.096,7.77,1.221
7.45,8.973,500.0,562.0,497.0,560.0,0.897,-0.114,7.318,10.927,77.162,7.978,1.238
7.47,8.973,498.0,560.0,501.0,561.0,0.881,-1.514,12.596,10.933,77.225,8.188,1.255
7.49,8.714,503.0,558.0,498.0,558.0,0.844,-0.977,11.977,10.932,77.284,8.398,1.272
7.51,8.714,505.0,557.0,498.0,555.0,0.814,-0.788,7.149,10.937,77.356,8.614,1.294
7.53,8.714,504.0,556.0,500.0,554.0,0.8,-0.787,8.161,10.929,77.408,8.827,1.311
7.55,8.394,503.0,555.0,499.0,554.0,0.811,-0.588,9.445,10.917,77.457,9.04,1.328
7.57,8.394,500.0,552.0,496.0,554.0,0.81,-1.19,7.725,10.902,77.502,9.253,1.345
7.59,8.166,499.0,550.0,496.0,551.0,0.787,-2.092,6.58,10.886,77.543,9.468,1.361
7.61,8.166,498.0,548.0,493.0,547.0,0.772,-2.26,9.108,10.918,77.577,9.706,1.38
7.63,8.166,499.0,544.0,489.0,544.0,0.752,-3.075,10.639,10.892,77.61,9.922,1.396
7.65,7.968,495.0,542.0,488.0,538.0,0.729,-3.54,8.38,10.857,77.641,10.137,1.411
7.67,7.968,492.0,539.0,485.0,535.0,0.716,-3.775,7.05,10.811,77.667,10.353,1.427
7.69,7.709,489.0,536.0,479.0,528.0,0.704,-3.914,6.403,10.757,77.69,10.567,1.442
7.71,7.709,484.0,531.0,475.0,523.0,0.693,-4.384,5.576,10.639,77.718,10.758,1.457
7.73,7.709,479.0,523.0,464.0,513.0,0.691,-5.51,5.739,10.566,77.735,10.97,1.471
7.75,7.45,474.0,521.0,460.0,509.0,0.692,-5.117,6.277,10.485,77.75,11.18,1.485
7.77,7.45,470.0,517.0,449.0,505.0,0.703,-5.107,6.273,10.396,77.761,11.389,1.499
7.79,7.206,463.0,511.0,442.0,502.0,0.705,-6.404,8.08,10.302,77.77,11.596,1.513
7.81,7.206,458.0,506.0,444.0,502.0,0.686,-6.724,9.103,10.189,77.766,11.796,1.529
7.83,7.206,453.0,501.0,445.0,489.0,0.644,-6.403,7.201,10.079,77.768,11.999,1.543
7.85,7.04,447.0,493.0,438.0,489.0,0.63,-6.238,6.932,9.965,77.768,12.2,1.557
7.87,7.04,440.0,485.0,432.0,479.0,0.674,-5.536,8.403,9.847,77.765,12.398,1.571
7.89,7.024,435.0,483.0,423.0,465.0,0.721,-5.521,5.786,9.726,77.758,12.594,1.584
7.91,7.024,429.0,478.0,410.0,469.0,0.775,-5.499,6.822,9.603,77.749,12.786,1.599
7.93,7.024,423.0,475.0,403.0,468.0,0.838,-4.853,7.908,9.488,77.737,12.976,1.613
7.95,7.222,417.0,473.0,388.0,467.0,0.859,-4.645,7.084,9.379,77.722,13.165,1.627
7.97,7.222,412.0,467.0,382.0,464.0,0.882,-6.351,10.289,9.277,77.705,13.351,1.642
7.99,7.555,407.0,463.0,395.0,460.0,0.886,-5.299,11.12,9.176,77.684,13.535,1.658
8.01,7.555,404.0,458.0,391.0,456.0,0.873,-4.034,9.852,9.056,77.629,13.699,1.678
8.03,7.555,400.0,454.0,380.0,450.0,0.903,-3.196,7.644,8.963,77.6,13.878,1.695
8.05,8.106,395.0,453.0,362.0,450.0,0.945,-2.464,7.194,8.877,77.567,14.053,1.713
8.07,8.106,392.0,450.0,347.0,448.0,0.989,-2.954,8.167,8.799,77.53,14.227,1.73
8.09,8.79,388.0,450.0,364.0,445.0,1.027,-3.887,10.14,8.733,77.491,14.398,1.749
8.11,8.79,383.0,448.0,374.0,445.0,1.022,-3.195,9.57,8.661,77.486,14.575,1.771
8.13,8.79,379.0,445.0,372.0,442.0,1.001,-2.784,8.669,8.604,77.444,14.743,1.79
8.15,9.645,376.0,443.0,373.0,441.0,1.016,-1.995,11.115,8.551,77.398,14.909,1.81
8.17,9.645,378.0,443.0,372.0,441.0,1.047,-0.998,11.635,8.499,77.35,15.072,1.83
8.19,10.65,378.0,443.0,372.0,441.0,1.089,-0.692,10.003,8.457,77.298,15.234,1.851
8.21,10.65,374.0,446.0,369.0,443.0,1.164,-0.0,10.111,8.437,77.241,15.398,1.873
8.23,10.65,376.0,448.0,369.0,446.0,1.249,0.675,10.24,8.421,77.181,15.556,1.895
8.25,11.747,375.0,452.0,370.0,450.0,1.285,0.462,9.148,8.418,77.118,15.712,1.917
8.27,11.747,373.0,452.0,369.0,453.0,1.268,0.054,11.076,8.426,77.051,15.867,1.94
8.29,12.675,374.0,452.0,371.0,449.0,1.216,0.029,11.823,8.438,76.98,16.02,1.964
8.31,12.675,379.0,451.0,372.0,451.0,1.195,0.682,9.497,8.482,76.896,16.184,1.993
8.33,12.675,384.0,451.0,375.0,453.0,1.176,1.883,7.933,8.498,76.817,16.334,2.018
8.35,13.165,385.0,455.0,380.0,455.0,1.144,2.614,8.77,8.519,76.734,16.483,2.043
8.37,13.165,388.0,455.0,383.0,459.0,1.104,3.226,8.625,8.55,76.648,16.63,2.067
8.39,13.469,392.0,455.0,389.0,460.0,1.052,3.884,8.368,8.591,76.557,16.776,2.09
8.41,13.469,394.0,458.0,397.0,462.0,1.003,3.71,9.696,8.673,76.455,16.928,2.112
8.43,13.469,399.0,462.0,399.0,464.0,0.983,3.675,9.012,8.74,76.357,17.073,2.134
8.45,13.501,404.0,464.0,403.0,468.0,0.955,3.51,9.657,8.813,76.256,17.216,2.155
8.47,13.501,410.0,467.0,407.0,471.0,0.942,4.482,10.354,8.889,76.151,17.358,2.176
8.49,13.453,414.0,471.0,411.0,477.0,0.957,4.816,9.108,8.967,76.042,17.5,2.195
8.51,13.453,418.0,476.0,417.0,477.0,0.981,4.667,7.727,9.064,75.912,17.631,2.213
8.53,13.453,421.0,483.0,420.0,481.0,0.999,4.286,8.152,9.153,75.794,17.769,2.232
8.55,13.181,424.0,488.0,426.0,487.0,1.004,3.832,9.555,9.246,75.672,17.907,2.252
8.57,13.181,428.0,490.0,429.0,490.0,0.984,3.332,9.226,9.341,75.546,18.044,2.271
8.59,12.614,433.0,493.0,433.0,495.0,0.922,3.476,8.354,9.435,75.417,18.18,2.291
8.61,12.614,442.0,494.0,438.0,498.0,0.877,3.795,8.642,9.462,75.307,18.305,2.311
8.63,12.614,444.0,495.0,444.0,500.0,0.847,4.2,8.756,9.546,75.172,18.439,2.33
8.65,11.808,448.0,501.0,448.0,503.0,0.835,4.18,7.999,9.63,75.034,18.571,2.349
8.67,11.808,453.0,505.0,454.0,507.0,0.848,4.521,7.827,9.714,74.891,18.702,2.367
8.69,11.03,454.0,509.0,459.0,511.0,0.861,3.807,9.031,9.801,74.746,18.832,2.385
8.71,11.03,457.0,514.0,462.0,517.0,0.86,2.503,9.188,9.824,74.611,18.928,2.4
8.73,11.03,460.0,515.0,461.0,517.0,0.847,0.475,9.439,9.91,74.459,19.053,2.417
8.74,10.65,458.0,514.0,458.0,517.0,0.852,-0.405,10.556,9.949,74.381,19.116,2.425
8.76,10.65,462.0,517.0,455.0,515.0,0.889,-1.039,9.21,10.013,74.224,19.239,2.442
8.78,10.346,460.0,519.0,451.0,517.0,0.928,-0.619,8.425,10.056,74.064,19.36,2.459
8.8,10.346,461.0,519.0,454.0,518.0,0.979,-0.46,9.332,10.088,73.891,19.474,2.48
8.82,10.346,456.0,521.0,453.0,522.0,1.002,-0.461,9.288,10.097,73.725,19.589,2.498
8.84,10.176,452.0,518.0,453.0,522.0,0.984,-0.967,9.552,10.098,73.557,19.701,2.516
8.86,10.176,451.0,514.0,454.0,518.0,0.924,-1.0,9.471,10.096,73.387,19.81,2.535
8.88,10.054,452.0,511.0,456.0,516.0,0.886,-0.849,10.428,10.092,73.214,19.916,2.554
8.9,10.054,463.0,520.0,452.0,516.0,0.916,0.023,12.313,10.046,73.058,20.015,2.572
8.92,10.054,461.0,523.0,452.0,520.0,0.991,1.008,7.853,9.998,72.903,20.111,2.59
8.94,9.994,456.0,523.0,454.0,522.0,1.033,-0.462,10.649,9.998,72.727,20.207,2.609
8.96,9.994,452.0,521.0,454.0,523.0,1.022,-0.82,11.567,10.002,72.55,20.3,2.628
8.98,10.208,450.0,520.0,455.0,522.0,0.995,-0.202,8.288,10.008,72.37,20.389,2.647
9.0,10.208,447.0,520.0,456.0,523.0,0.999,-0.089,8.818,10.034,72.179,20.474,2.672
9.02,10.208,457.0,525.0,457.0,526.0,1.063,0.714,11.699,10.045,71.996,20.555,2.692
9.04,10.589,458.0,528.0,457.0,530.0,1.135,0.422,10.982,10.054,71.81,20.634,2.712
9.06,10.589,457.0,530.0,455.0,533.0,1.149,-0.57,14.796,10.066,71.623,20.708,2.733
9.08,10.893,458.0,527.0,456.0,531.0,1.134,0.066,13.411,10.079,71.434,20.779,2.754
9.1,10.893,457.0,529.0,459.0,532.0,1.123,1.501,9.211,10.066,71.252,20.833,2.777
9.12,10.893,460.0,532.0,463.0,536.0,1.105,1.701,10.502,10.061,71.069,20.881,2.801
9.14,10.941,468.0,531.0,464.0,539.0,1.091,2.213,10.471,10.087,70.875,20.937,2.823
9.16,10.941,469.0,532.0,468.0,540.0,1.052,2.198,10.637,10.119,70.68,20.989,2.846
9.18,10.941,474.0,537.0,470.0,540.0,1.0,2.483,7.868,10.161,70.482,21.036,2.868
9.2,10.832,479.0,538.0,484.0,544.0,0.958,4.7,7.25,10.27,70.26,21.102,2.888
9.22,10.832,483.0,540.0,492.0,544.0,0.891,4.921,10.442,10.329,70.059,21.144,2.909
9.24,10.467,492.0,543.0,495.0,548.0,0.782,4.597,11.115,10.402,69.855,21.183,2.929
9.26,10.467,503.0,545.0,498.0,549.0,0.703,4.708,8.954,10.483,69.649,21.218,2.948
9.28,10.102,509.0,550.0,509.0,553.0,0.684,5.955,6.399,10.574,69.441,21.25,2.966
9.3,10.102,516.0,556.0,519.0,557.0,0.702,6.176,5.023,10.698,69.223,21.315,2.976
9.32,10.102,516.0,562.0,536.0,563.0,0.736,7.029,7.716,10.808,69.01,21.344,2.992
9.34,9.674,519.0,574.0,531.0,573.0,0.774,6.837,10.965,10.925,68.795,21.371,3.006
9.36,9.674,528.0,580.0,532.0,580.0,0.788,5.835,9.721,11.052,68.576,21.395,3.021
9.38,9.142,537.0,583.0,543.0,588.0,0.791,5.692,7.821,11.185,68.355,21.416,3.035
9.4,9.142,542.0,590.0,552.0,595.0,0.786,6.274,8.037,11.309,68.134,21.434,3.052
9.42,9.142,548.0,594.0,558.0,602.0,0.786,5.413,7.182,11.432,67.91,21.449,3.07
9.44,8.515,553.0,602.0,573.0,613.0,0.783,6.656,7.543,11.559,67.681,21.46,3.085
9.46,8.515,559.0,607.0,566.0,610.0,0.738,4.828,9.724,11.681,67.449,21.468,3.101
9.48,7.907,565.0,610.0,568.0,615.0,0.723,4.291,11.766,11.798,67.215,21.473,3.117
9.5,7.907,570.0,617.0,572.0,619.0,0.732,5.474,13.032,11.908,66.979,21.466,3.132
9.52,7.907,573.0,617.0,573.0,622.0,0.728,4.027,9.57,12.014,66.741,21.454,3.147
9.54,7.466,579.0,623.0,581.0,626.0,0.726,3.946,7.724,12.115,66.5,21.447,3.161
9.56,7.466,585.0,624.0,585.0,631.0,0.746,3.488,7.166,12.208,66.257,21.435,3.176
9.58,7.222,582.0,624.0,579.0,632.0,0.738,0.351,9.619,12.296,66.013,21.42,3.191
9.6,7.222,580.0,629.0,578.0,629.0,0.753,-1.125,11.855,12.438,65.73,21.421,3.209
9.62,7.222,578.0,629.0,573.0,632.0,0.801,-0.591,11.514,12.489,65.482,21.4,3.224
9.64,7.251,575.0,632.0,573.0,634.0,0.876,0.086,8.736,12.519,65.233,21.375,3.239
9.66,7.251,571.0,632.0,573.0,636.0,0.936,-0.053,9.277,12.533,64.984,21.346,3.254
9.68,7.251,569.0,633.0,572.0,639.0,0.955,-0.705,10.596,12.533,64.736,21.313,3.27
9.7,7.296,570.0,631.0,570.0,635.0,0.934,-1.363,13.01,12.482,64.508,21.27,3.291
9.72,7.296,571.0,632.0,571.0,636.0,0.918,-1.221,15.278,12.431,64.282,21.223,3.312
9.74,7.421,573.0,632.0,569.0,635.0,0.937,-0.65,11.725,12.423,64.038,21.176,3.33
9.76,7.421,568.0,636.0,572.0,637.0,0.96,-0.747,10.427,12.414,63.795,21.125,3.349
9.78,7.421,565.0,636.0,570.0,637.0,0.945,-0.733,11.148,12.403,63.553,21.069,3.368
9.8,7.434,571.0,633.0,571.0,634.0,0.927,-0.76,11.342,12.486,63.286,20.962,3.389
9.82,7.434,576.0,629.0,572.0,635.0,0.907,0.201,11.444,12.48,63.046,20.893,3.407
9.84,7.421,574.0,627.0,571.0,633.0,0.896,0.275,7.811,12.479,62.808,20.819,3.426
9.86,7.421,573.0,634.0,572.0,638.0,0.902,-0.412,14.018,12.481,62.57,20.741,3.445
9.88,7.421,572.0,633.0,573.0,636.0,0.878,-0.338,11.937,12.483,62.335,20.659,3.463
9.9,7.434,572.0,634.0,574.0,635.0,0.847,-0.587,8.047,12.441,62.119,20.578,3.48
9.92,7.434,572.0,629.0,574.0,634.0,0.815,-0.141,11.432,12.399,61.906,20.494,3.497
9.94,7.51,575.0,628.0,573.0,634.0,0.806,0.183,11.338,12.399,61.676,20.401,3.515
9.96,7.51,575.0,627.0,576.0,634.0,0.827,0.55,8.518,12.398,61.448,20.303,3.532
9.98,7.51,573.0,633.0,577.0,634.0,0.854,0.312,12.033,12.398,61.221,20.202,3.548
10.0,7.51,573.0,634.0,578.0,635.0,0.844,0.217,12.646,12.388,61.0,20.103,3.565
10.02,7.51,579.0,632.0,579.0,638.0,0.833,1.256,9.66,12.379,60.78,20.002,3.581
10.04,7.466,579.0,633.0,581.0,636.0,0.852,1.832,9.576,12.389,60.559,19.891,3.597
10.06,7.466,581.0,636.0,587.0,641.0,0.919,2.042,9.651,12.405,60.34,19.775,3.614
10.08,7.466,581.0,641.0,586.0,644.0,0.926,1.512,12.379,12.429,60.122,19.655,3.631
10.1,7.328,580.0,641.0,587.0,648.0,0.875,1.197,11.306,12.468,59.901,19.53,3.65
10.12,7.328,585.0,639.0,592.0,650.0,0.822,1.97,10.455,12.511,59.682,19.402,3.669
10.14,7.008,591.0,643.0,594.0,648.0,0.801,3.351,9.251,12.547,59.469,19.27,3.686
10.16,7.008,597.0,646.0,604.0,654.0,0.742,4.552,8.64,12.59,59.257,19.134,3.704
10.18,7.008,600.0,651.0,607.0,657.0,0.684,3.782,11.484,12.643,59.047,18.994,3.72
10.2,6.733,604.0,650.0,614.0,659.0,0.613,3.671,7.836,12.804,58.788,18.844,3.734
10.22,6.733,621.0,652.0,622.0,659.0,0.577,5.208,6.416,12.876,58.577,18.697,3.748
10.24,6.461,641.0,655.0,624.0,664.0,0.559,5.535,7.917,12.959,58.368,18.546,3.762
10.26,6.461,634.0,659.0,632.0,667.0,0.576,5.383,7.671,13.052,58.159,18.391,3.775
