elapsed_time,steer_angle,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,yaw_rate,acc_x,acc_y,true_vx,true_x,true_y,true_yaw
23.16,31.389,273.0,368.0,265.0,383.0,1.789,2.416,10.195,6.14,-15.273,4.139,4.778
23.18,31.389,274.0,372.0,267.0,383.0,1.758,1.598,10.832,6.198,-15.247,4.017,4.813
23.2,31.421,274.0,374.0,271.0,377.0,1.698,1.71,11.417,6.261,-15.217,3.896,4.848
23.22,31.421,277.0,374.0,278.0,380.0,1.658,1.841,10.45,6.308,-15.195,3.775,4.882
23.24,31.434,277.0,377.0,289.0,381.0,1.652,2.118,9.399,6.373,-15.158,3.653,4.917
23.26,31.434,279.0,377.0,298.0,389.0,1.672,2.761,9.59,6.438,-15.117,3.532,4.951
23.28,31.434,283.0,379.0,297.0,399.0,1.689,2.493,10.976,6.501,-15.071,3.41,4.985
23.3,31.421,288.0,381.0,291.0,403.0,1.701,1.487,11.979,6.565,-15.022,3.289,5.019
23.32,31.421,291.0,385.0,294.0,396.0,1.693,0.311,12.629,6.583,-14.99,3.173,5.05
23.34,31.162,294.0,388.0,300.0,395.0,1.682,0.478,11.665,6.636,-14.934,3.053,5.084
23.36,31.162,295.0,391.0,308.0,398.0,1.669,0.917,10.827,6.683,-14.873,2.933,5.118
23.38,31.162,297.0,393.0,315.0,404.0,1.681,1.424,11.011,6.726,-14.809,2.816,5.151
23.4,30.72,301.0,396.0,313.0,413.0,1.719,1.546,11.756,6.766,-14.74,2.699,5.185
23.42,30.72,306.0,398.0,305.0,415.0,1.754,0.735,10.773,6.825,-14.674,2.567,5.219
23.44,29.926,307.0,403.0,312.0,414.0,1.761,0.555,10.149,6.866,-14.597,2.454,5.253
23.46,29.926,307.0,407.0,321.0,413.0,1.75,0.663,10.564,6.905,-14.516,2.342,5.287
23.48,29.926,304.0,408.0,319.0,417.0,1.727,1.267,12.802,6.943,-14.431,2.232,5.322
23.5,28.874,309.0,409.0,309.0,420.0,1.681,0.423,14.154,7.017,-14.335,2.109,5.358
23.52,28.874,315.0,409.0,311.0,415.0,1.646,0.277,14.04,7.086,-14.234,1.987,5.395
23.54,27.594,319.0,412.0,315.0,415.0,1.627,0.659,11.026,7.113,-14.138,1.883,5.429
23.56,27.594,318.0,413.0,320.0,415.0,1.602,1.04,10.567,7.14,-14.037,1.782,5.463
23.58,27.594,317.0,413.0,321.0,418.0,1.578,1.221,10.262,7.166,-13.932,1.684,5.496
23.6,26.147,320.0,414.0,321.0,420.0,1.53,1.13,13.066,7.207,-13.818,1.586,5.529
23.62,26.147,324.0,414.0,317.0,418.0,1.486,-0.001,13.814,7.248,-13.7,1.492,5.562
23.64,24.486,326.0,414.0,317.0,414.0,1.439,0.268,10.621,7.274,-13.585,1.404,5.593
23.66,24.486,328.0,413.0,322.0,412.0,1.404,0.554,9.788,7.298,-13.466,1.319,5.624
23.68,24.486,324.0,416.0,326.0,415.0,1.36,0.418,10.692,7.32,-13.344,1.238,5.654
23.7,22.656,327.0,414.0,327.0,420.0,1.318,1.386,11.205,7.374,-13.208,1.156,5.683
23.72,22.656,335.0,413.0,328.0,415.0,1.27,0.906,11.476,7.429,-13.067,1.079,5.711
23.74,20.89,341.0,414.0,332.0,415.0,1.231,1.155,7.684,7.456,-12.936,1.008,5.738
23.76,20.89,345.0,415.0,337.0,415.0,1.185,1.443,7.272,7.486,-12.802,0.941,5.765
23.78,20.89,343.0,416.0,341.0,416.0,1.118,1.415,10.264,7.522,-12.666,0.877,5.79
23.8,19.168,345.0,413.0,343.0,416.0,1.042,1.588,9.397,7.56,-12.527,0.817,5.815
23.82,19.168,349.0,415.0,347.0,417.0,0.999,2.311,7.829,7.568,-12.404,0.743,5.836
23.84,17.645,352.0,414.0,354.0,419.0,0.981,3.141,7.125,7.608,-12.263,0.687,5.859
23.86,17.645,359.0,416.0,358.0,422.0,0.959,3.581,6.612,7.654,-12.12,0.633,5.88
23.88,17.645,364.0,420.0,364.0,422.0,0.927,4.28,7.198,7.706,-11.975,0.582,5.901
23.9,16.227,369.0,424.0,369.0,429.0,0.901,4.047,6.517,7.81,-11.81,0.536,5.921
23.91,16.227,371.0,426.0,375.0,430.0,0.895,3.626,6.136,7.887,-11.717,0.516,5.931
23.94,14.902,376.0,429.0,384.0,434.0,0.861,4.806,7.528,8.008,-11.487,0.451,5.959
23.95,14.902,379.0,435.0,387.0,440.0,0.843,4.823,7.956,8.052,-11.409,0.43,5.968
23.97,14.902,385.0,438.0,396.0,446.0,0.824,5.962,6.095,8.146,-11.252,0.391,5.986
23.99,14.902,389.0,443.0,420.0,455.0,0.821,6.425,4.288,8.248,-11.093,0.354,6.004
24.01,14.902,400.0,451.0,453.0,468.0,0.833,7.78,5.422,8.41,-10.909,0.305,6.021
24.03,12.371,408.0,459.0,479.0,498.0,0.837,8.686,5.145,8.533,-10.743,0.271,6.038
24.05,12.371,416.0,468.0,482.0,532.0,0.828,9.264,5.615,8.672,-10.574,0.238,6.055
24.07,12.371,423.0,476.0,501.0,556.0,0.84,9.898,4.249,8.828,-10.402,0.207,6.071
24.09,11.136,430.0,487.0,532.0,566.0,0.852,9.368,4.132,8.999,-10.227,0.177,6.088
24.11,11.136,438.0,497.0,586.0,579.0,0.884,8.855,4.735,9.236,-10.024,0.142,6.107
24.13,11.136,446.0,506.0,642.0,600.0,0.92,8.544,4.876,9.427,-9.84,0.115,6.124
24.15,9.872,458.0,518.0,697.0,628.0,0.947,8.921,4.458,9.618,-9.651,0.089,6.142
24.17,9.872,467.0,528.0,746.0,651.0,0.989,10.247,6.18,9.804,-9.459,0.064,6.159
24.19,8.608,477.0,539.0,765.0,659.0,0.99,9.889,5.076,9.988,-9.263,0.041,6.177
24.21,8.608,488.0,552.0,784.0,653.0,1.003,10.335,5.615,10.114,-9.085,0.003,6.199
24.23,8.608,504.0,560.0,777.0,615.0,0.979,8.958,9.28,10.298,-8.882,-0.019,6.219
24.25,7.267,517.0,568.0,755.0,584.0,0.88,6.458,8.838,10.484,-8.676,-0.039,6.238
24.27,7.267,537.0,568.0,713.0,577.0,0.754,4.596,9.643,10.66,-8.465,-0.056,6.258
24.29,5.955,542.0,562.0,641.0,571.0,0.601,5.02,11.816,10.818,-8.251,-0.071,6.276
24.31,5.955,530.0,561.0,565.0,566.0,0.455,2.303,11.863,10.894,-8.06,-0.09,6.29
24.33,5.955,535.0,561.0,536.0,563.0,0.313,0.797,8.846,10.939,-7.867,-0.108,6.302
24.35,4.541,539.0,559.0,537.0,560.0,0.161,0.744,8.348,11.014,-7.648,-0.114,6.315
24.37,4.541,542.0,555.0,542.0,555.0,0.03,-0.156,6.672,11.066,-7.427,-0.116,6.325
24.39,3.274,548.0,550.0,547.0,552.0,-0.029,-0.221,5.302,11.099,-7.205,-0.114,6.332
24.41,3.274,553.0,550.0,548.0,548.0,-0.044,0.552,3.271,11.18,-6.961,-0.09,6.327
24.43,2.253,554.0,554.0,548.0,551.0,-0.021,2.129,-0.169,11.186,-6.737,-0.08,6.33
24.45,2.253,555.0,555.0,552.0,554.0,0.024,2.576,-1.408,11.195,-6.514,-0.067,6.33
24.47,2.253,559.0,565.0,552.0,557.0,0.064,3.015,0.297,11.211,-6.29,-0.053,6.33
24.49,1.462,590.0,573.0,557.0,562.0,0.115,2.843,-0.967,11.241,-6.066,-0.038,6.33
24.51,1.462,668.0,582.0,558.0,569.0,0.147,5.111,3.311,11.316,-5.825,-0.033,6.338
24.53,0.883,723.0,598.0,565.0,576.0,0.148,7.275,4.255,11.378,-5.599,-0.017,6.34
24.55,0.883,789.0,615.0,572.0,584.0,0.152,6.182,1.185,11.462,-5.371,-0.001,6.341
24.57,0.883,883.0,641.0,577.0,588.0,0.149,5.302,0.645,11.56,-5.142,0.015,6.344
24.59,0.426,985.0,669.0,585.0,594.0,0.142,6.726,2.389,11.667,-4.91,0.032,6.347
24.61,0.426,1073.0,720.0,596.0,604.0,0.084,9.136,3.727,11.856,-4.644,0.051,6.354
24.63,-0.016,1136.0,762.0,607.0,613.0,0.059,8.848,1.369,11.988,-4.407,0.07,6.357
24.65,-0.016,1165.0,798.0,617.0,621.0,0.051,8.487,-0.314,12.131,-4.167,0.091,6.359
24.67,-0.016,1098.0,838.0,629.0,632.0,0.03,10.694,0.858,12.283,-3.924,0.112,6.361
24.69,-0.522,1023.0,855.0,643.0,639.0,0.037,10.693,-3.391,12.454,-3.678,0.135,6.363
24.71,-0.522,954.0,835.0,656.0,653.0,0.025,14.609,1.812,12.795,-3.358,0.158,6.365
24.73,-0.522,878.0,796.0,670.0,668.0,-0.044,14.207,2.22,13.006,-3.102,0.181,6.366
24.75,-0.688,823.0,774.0,689.0,679.0,-0.077,11.116,-1.875,13.241,-2.841,0.205,6.367
24.77,-0.688,786.0,775.0,693.0,690.0,-0.098,11.37,-0.149,13.489,-2.576,0.23,6.367
24.79,-0.941,737.0,764.0,710.0,705.0,-0.1,12.871,-1.541,13.743,-2.305,0.255,6.366
24.81,-0.941,698.0,722.0,724.0,723.0,-0.107,12.606,-3.001,14.204,-1.933,0.283,6.365
24.83,-0.941,706.0,708.0,735.0,732.0,-0.122,10.417,-1.951,14.458,-1.648,0.309,6.364
24.85,-1.178,718.0,715.0,743.0,748.0,-0.143,10.021,-0.01,14.697,-1.358,0.334,6.362
24.87,-1.178,731.0,722.0,761.0,784.0,-0.168,9.151,-0.637,14.927,-1.064,0.36,6.359
24.89,-1.482,739.0,731.0,761.0,850.0,-0.207,9.384,-0.699,15.147,-0.765,0.385,6.357
24.91,-1.482,747.0,740.0,794.0,908.0,-0.233,9.545,-2.953,15.392,-0.442,0.413,6.356
24.93,-1.482,760.0,747.0,794.0,959.0,-0.247,9.467,-1.623,15.589,-0.133,0.438,6.352
24.95,-1.834,773.0,755.0,797.0,1033.0,-0.274,8.456,-1.76,15.782,0.179,0.463,6.349
24.97,-1.834,781.0,767.0,797.0,1114.0,-0.292,10.005,-5.113,15.969,0.495,0.487,6.344
24.99,-2.054,790.0,776.0,821.0,1159.0,-0.298,9.168,-5.38,16.156,0.815,0.511,6.339
25.01,-2.054,804.0,783.0,821.0,1192.0,-0.286,8.656,-1.639,16.35,1.145,0.518,6.335
25.03,-2.054,812.0,794.0,827.0,1207.0,-0.276,8.786,-3.314,16.535,1.472,0.539,6.33
25.05,-2.003,819.0,806.0,827.0,1200.0,-0.252,10.977,-5.508,16.717,1.804,0.559,6.324
25.07,-2.003,839.0,818.0,832.0,1156.0,-0.174,11.788,-5.235,16.904,2.139,0.577,6.318
25.09,-1.834,854.0,840.0,839.0,1096.0,-0.097,8.944,-1.004,17.1,2.478,0.594,6.313
25.11,-1.834,858.0,874.0,846.0,1036.0,-0.047,9.939,-0.925,17.128,2.744,0.619,6.315
25.13,-1.834,867.0,877.0,849.0,909.0,0.048,8.838,-3.288,17.324,3.087,0.635,6.312
25.15,-1.683,880.0,864.0,855.0,866.0,0.019,5.042,1.314,17.525,3.435,0.65,6.309
25.17,-1.683,866.0,865.0,853.0,862.0,0.003,3.431,2.767,17.7,3.787,0.664,6.308
25.19,-1.446,867.0,872.0,861.0,864.0,-0.055,3.518,-1.046,17.843,4.142,0.677,6.308
25.21,-1.446,880.0,872.0,866.0,868.0,-0.082,4.301,-2.821,17.954,4.498,0.674,6.311
25.23,-1.446,884.0,879.0,872.0,875.0,-0.08,3.782,1.553,18.051,4.858,0.687,6.311
25.25,-1.312,888.0,898.0,881.0,878.0,-0.083,3.731,2.72,18.127,5.219,0.699,6.31
25.27,-1.312,900.0,944.0,883.0,881.0,-0.095,4.538,-4.17,18.2,5.582,0.712,6.309
25.29,-1.229,903.0,910.0,891.0,886.0,-0.08,2.37,-4.186,18.278,5.946,0.725,6.308
25.31,-1.229,883.0,884.0,897.0,887.0,-0.07,3.513,2.042,18.245,6.262,0.75,6.306
25.33,-1.229,881.0,885.0,896.0,892.0,-0.078,3.134,0.987,18.309,6.627,0.763,6.305
25.35,-1.094,891.0,884.0,898.0,893.0,-0.101,3.329,-3.195,18.368,6.993,0.776,6.303
25.37,-1.094,892.0,887.0,900.0,898.0,-0.093,2.309,-1.468,18.424,7.361,0.789,6.301
25.39,-0.992,888.0,889.0,903.0,901.0,-0.065,1.364,-0.594,18.471,7.73,0.801,6.3
25.41,-0.992,862.0,881.0,902.0,901.0,-0.05,-1.844,-1.414,18.463,8.075,0.792,6.299
25.43,-0.992,790.0,763.0,898.0,901.0,-0.035,-3.206,-1.638,18.499,8.445,0.801,6.297
25.45,-0.874,874.0,825.0,895.0,901.0,-0.004,-0.198,1.524,18.512,8.815,0.81,6.296
25.47,-0.874,897.0,903.0,889.0,898.0,-0.032,9.557,-5.008,18.506,9.185,0.818,6.295
25.49,-0.822,929.0,915.0,903.0,899.0,-0.048,6.595,-1.166,18.532,9.555,0.826,6.294
25.51,-0.822,958.0,972.0,908.0,905.0,-0.055,3.148,4.176,18.442,9.861,0.834,6.295
25.53,-0.822,960.0,1016.0,911.0,909.0,-0.081,4.37,0.23,18.368,10.163,0.842,6.295
25.55,-0.774,990.0,989.0,918.0,913.0,-0.04,7.521,-5.043,18.46,10.531,0.85,6.294
25.57,-0.774,1010.0,967.0,920.0,917.0,0.042,9.865,1.846,18.579,10.901,0.858,6.293
25.59,-0.688,1010.0,1006.0,925.0,926.0,0.056,6.262,2.382,18.698,11.273,0.865,6.293
25.61,-0.688,1086.0,1077.0,933.0,938.0,0.069,3.95,-2.382,18.867,11.671,0.875,6.296
25.63,-0.688,1154.0,1113.0,935.0,942.0,0.079,5.242,2.692,18.988,12.049,0.884,6.296
25.65,-0.522,1147.0,1090.0,941.0,946.0,0.083,7.181,3.913,19.112,12.429,0.892,6.297
25.67,-0.522,1091.0,1068.0,947.0,956.0,0.055,6.434,2.995,19.242,12.813,0.9,6.298
25.69,-0.368,1048.0,1046.0,953.0,957.0,0.036,7.986,1.287,19.364,13.198,0.909,6.299
25.71,-0.368,1033.0,1011.0,962.0,965.0,0.062,4.481,0.449,19.661,13.668,0.921,6.301
25.73,-0.368,1031.0,992.0,965.0,976.0,0.066,5.926,2.966,19.792,14.062,0.932,6.303
25.75,-0.285,987.0,981.0,973.0,978.0,0.027,3.234,1.49,19.922,14.459,0.944,6.304
25.77,-0.285,977.0,984.0,978.0,981.0,0.04,1.607,-0.039,20.043,14.858,0.957,6.305
25.79,-0.202,980.0,985.0,975.0,984.0,0.067,1.784,2.556,20.145,15.26,0.97,6.306
25.81,-0.202,980.0,981.0,976.0,984.0,0.054,0.108,0.099,20.144,15.626,0.969,6.307
25.83,-0.202,978.0,986.0,978.0,985.0,0.051,0.25,-1.477,20.124,15.991,0.967,6.308
25.85,-0.202,978.0,985.0,976.0,988.0,0.045,0.666,4.638,20.166,16.394,0.979,6.309
25.87,-0.202,978.0,982.0,976.0,981.0,0.021,-0.24,2.17,20.192,16.797,0.993,6.31
25.89,-0.202,973.0,982.0,978.0,983.0,0.026,-1.413,-2.826,20.211,17.201,1.006,6.311
25.91,-0.202,976.0,981.0,977.0,987.0,0.04,-1.878,1.275,20.472,17.727,1.036,6.313
25.93,-0.202,972.0,981.0,974.0,980.0,0.034,-2.134,2.164,20.466,18.136,1.052,6.314
25.95,-0.032,959.0,976.0,973.0,978.0,0.038,-2.913,1.736,20.45,18.545,1.068,6.314
25.97,-0.032,967.0,976.0,971.0,971.0,0.049,-2.629,3.919,20.421,18.953,1.084,6.315
25.99,-0.048,962.0,972.0,964.0,969.0,0.056,-3.942,0.462,20.379,19.361,1.101,6.316
26.01,-0.048,946.0,968.0,966.0,969.0,0.06,-3.421,-2.876,20.44,19.821,1.136,6.319
26.03,-0.048,947.0,968.0,958.0,962.0,0.084,-6.343,7.033,20.379,20.229,1.156,6.32
26.05,-0.115,952.0,957.0,952.0,957.0,0.075,-6.172,7.554,20.303,20.635,1.176,6.321
26.07,-0.115,940.0,942.0,947.0,951.0,0.016,-6.478,-6.803,20.214,21.04,1.197,6.322
26.09,-0.182,943.0,945.0,939.0,949.0,0.011,-5.011,-3.671,20.111,21.443,1.219,6.323
26.1,-0.182,943.0,940.0,926.0,939.0,0.015,-6.112,1.648,19.981,21.61,1.224,6.324
26.12,-0.182,936.0,932.0,930.0,927.0,0.016,-5.67,4.493,19.791,21.972,1.239,6.325
26.14,-0.202,924.0,917.0,921.0,927.0,-0.006,-8.723,-1.123,19.67,22.367,1.26,6.326
26.16,-0.202,911.0,915.0,914.0,921.0,-0.01,-8.95,-5.447,19.543,22.759,1.282,6.326
26.18,-0.285,906.0,918.0,905.0,912.0,0.013,-6.9,-0.852,19.405,23.148,1.304,6.326
26.2,-0.285,901.0,908.0,897.0,903.0,-0.01,-6.524,2.64,19.228,23.521,1.313,6.327
26.22,-0.285,895.0,900.0,890.0,883.0,-0.018,-7.205,1.764,19.077,23.904,1.333,6.327
26.24,-0.32,886.0,884.0,881.0,872.0,-0.047,-8.844,-0.225,18.921,24.284,1.352,6.327
26.26,-0.32,865.0,876.0,875.0,879.0,-0.047,-9.403,-2.61,18.761,24.661,1.371,6.327
26.28,-0.32,859.0,869.0,867.0,871.0,-0.041,-8.804,-0.208,18.6,25.034,1.389,6.326
26.3,-0.352,854.0,858.0,854.0,864.0,-0.028,-8.258,1.733,18.455,25.413,1.384,6.327
26.32,-0.352,855.0,854.0,843.0,845.0,-0.03,-5.964,1.147,18.284,25.781,1.4,6.326
26.34,-0.403,849.0,852.0,837.0,826.0,-0.026,-6.135,-1.045,18.116,26.145,1.416,6.325
26.36,-0.403,844.0,845.0,830.0,824.0,-0.032,-7.798,-3.364,17.957,26.506,1.432,6.325
26.38,-0.403,830.0,839.0,820.0,825.0,-0.03,-8.806,-1.255,17.804,26.863,1.448,6.324
26.4,-0.47,817.0,824.0,820.0,817.0,-0.034,-9.635,1.85,17.661,27.219,1.471,6.326
26.42,-0.47,814.0,820.0,815.0,812.0,-0.031,-9.568,0.899,17.51,27.571,1.487,6.325
26.44,-0.57,806.0,809.0,802.0,805.0,-0.026,-9.282,-1.579,17.347,27.919,1.503,6.325
26.46,-0.57,801.0,803.0,788.0,797.0,-0.023,-7.045,-2.22,17.171,28.265,1.518,6.324
26.48,-0.589,793.0,795.0,781.0,779.0,-0.019,-8.345,0.613,16.993,28.606,1.533,6.323
26.5,-0.589,782.0,785.0,773.0,778.0,-0.034,-9.266,-0.493,16.789,28.931,1.549,6.326
26.52,-0.589,774.0,771.0,759.0,767.0,-0.033,-8.637,-0.542,16.614,29.265,1.564,6.325
26.54,-0.64,768.0,763.0,756.0,757.0,-0.038,-8.408,0.918,16.441,29.596,1.579,6.324
26.56,-0.64,761.0,754.0,756.0,749.0,-0.059,-8.12,-1.076,16.271,29.923,1.592,6.324
26.58,-0.688,751.0,746.0,749.0,742.0,-0.086,-8.371,-4.756,16.096,30.247,1.606,6.323
26.6,-0.688,745.0,738.0,735.0,735.0,-0.084,-7.594,-1.782,15.92,30.567,1.619,6.322
26.62,-0.688,739.0,727.0,720.0,726.0,-0.079,-7.931,0.141,15.546,30.785,1.634,6.322
26.64,-0.739,732.0,722.0,716.0,717.0,-0.084,-7.291,-1.29,15.378,31.095,1.646,6.321
26.66,-0.739,721.0,720.0,710.0,708.0,-0.082,-7.244,-1.403,15.215,31.401,1.658,6.319
26.68,-0.739,720.0,714.0,707.0,695.0,-0.068,-6.757,-0.409,15.058,31.704,1.669,6.318
26.7,-0.806,711.0,709.0,701.0,687.0,-0.071,-6.512,-1.133,14.918,32.008,1.678,6.318
26.72,-0.806,703.0,699.0,695.0,672.0,-0.077,-7.821,-0.732,14.781,32.31,1.688,6.317
26.74,-0.806,690.0,693.0,687.0,672.0,-0.099,-7.98,-2.659,14.636,32.604,1.697,6.316
26.76,-0.806,674.0,683.0,679.0,673.0,-0.078,-9.665,-1.515,14.489,32.895,1.706,6.314
26.78,-0.874,670.0,674.0,672.0,664.0,-0.061,-9.096,1.468,14.334,33.184,1.714,6.313
26.8,-0.874,668.0,665.0,665.0,653.0,-0.059,-8.275,-0.076,14.283,33.52,1.728,6.314
26.82,-0.874,657.0,657.0,654.0,635.0,-0.065,-7.108,-1.422,14.114,33.804,1.736,6.312
26.84,-0.89,649.0,650.0,646.0,610.0,-0.052,-7.593,-1.764,13.946,34.085,1.744,6.311
26.86,-0.89,641.0,642.0,634.0,586.0,-0.051,-7.845,-1.251,13.781,34.363,1.751,6.309
26.88,-0.89,633.0,636.0,625.0,586.0,-0.046,-8.781,-1.156,13.621,34.637,1.758,6.308
26.9,-0.909,625.0,626.0,620.0,572.0,-0.042,-9.023,0.409,13.508,34.927,1.769,6.31
26.92,-0.909,616.0,619.0,611.0,564.0,-0.053,-9.198,-0.772,13.349,35.196,1.776,6.309
26.94,-0.925,609.0,610.0,603.0,564.0,-0.058,-9.821,-1.099,13.182,35.462,1.782,6.308
26.96,-0.925,602.0,599.0,593.0,574.0,-0.051,-9.853,-0.317,13.004,35.724,1.788,6.307
26.98,-0.925,593.0,591.0,581.0,573.0,-0.055,-10.176,-1.523,12.819,35.983,1.793,6.306
27.0,-0.874,583.0,580.0,569.0,568.0,-0.045,-9.659,-0.388,12.605,36.226,1.814,6.306
27.02,-0.874,572.0,572.0,555.0,555.0,-0.042,-9.442,-0.55,12.413,36.477,1.82,6.305
27.04,-0.822,561.0,561.0,542.0,543.0,-0.03,-11.165,-0.222,12.221,36.723,1.826,6.304
27.06,-0.822,554.0,551.0,539.0,534.0,-0.03,-11.077,0.211,12.027,36.966,1.832,6.303
27.08,-0.822,546.0,540.0,530.0,533.0,-0.032,-10.51,-1.336,11.828,37.205,1.837,6.303
27.1,-0.774,534.0,533.0,517.0,525.0,-0.036,-9.896,-2.103,11.583,37.419,1.848,6.304
27.12,-0.774,523.0,521.0,507.0,519.0,-0.029,-9.738,0.191,11.379,37.649,1.853,6.303
27.14,-0.723,511.0,512.0,501.0,509.0,-0.028,-9.478,-0.007,11.173,37.875,1.858,6.302
27.16,-0.723,504.0,501.0,495.0,498.0,-0.021,-8.975,0.157,10.972,38.097,1.863,6.302
27.18,-0.723,493.0,491.0,489.0,489.0,-0.016,-9.319,0.237,10.777,38.314,1.867,6.301
27.2,-0.672,484.0,483.0,480.0,482.0,-0.018,-8.977,-1.451,10.522,38.498,1.888,6.303
27.22,-0.672,472.0,476.0,472.0,474.0,-0.018,-9.046,-0.644,10.334,38.707,1.894,6.302
27.24,-0.64,464.0,467.0,463.0,466.0,-0.023,-9.114,-0.327,10.151,38.913,1.899,6.302
27.26,-0.64,455.0,459.0,455.0,457.0,-0.026,-9.27,-0.438,9.968,39.114,1.904,6.301
27.28,-0.64,446.0,449.0,455.0,448.0,-0.022,-9.379,-0.007,9.786,39.312,1.909,6.301
27.3,-0.621,431.0,439.0,447.0,438.0,-0.018,-10.276,0.054,9.604,39.506,1.913,6.3
27.32,-0.621,428.0,432.0,437.0,427.0,-0.013,-9.674,-0.625,9.141,39.564,1.917,6.301
27.34,-0.589,421.0,425.0,425.0,413.0,-0.018,-9.376,-1.086,8.952,39.745,1.921,6.301
27.36,-0.589,414.0,415.0,414.0,397.0,-0.018,-9.038,0.392,8.762,39.923,1.925,6.3
27.38,-0.589,406.0,406.0,404.0,376.0,-0.028,-9.453,-0.849,8.571,40.096,1.929,6.3
27.4,-0.589,394.0,395.0,393.0,362.0,-0.047,-10.083,-1.629,8.543,40.34,1.938,6.301
27.42,-0.589,384.0,387.0,382.0,357.0,-0.053,-10.418,-0.483,8.352,40.509,1.942,6.3
27.44,-0.672,377.0,376.0,376.0,343.0,-0.043,-9.686,-0.178,8.157,40.675,1.945,6.3
27.46,-0.672,371.0,367.0,365.0,307.0,-0.036,-8.549,-0.845,7.96,40.837,1.949,6.299
27.48,-0.672,362.0,360.0,354.0,259.0,-0.044,-8.54,-1.815,7.764,40.994,1.951,6.298
27.5,-0.774,355.0,353.0,340.0,221.0,-0.059,-8.843,-1.853,7.671,41.192,1.949,6.299
27.52,-0.774,346.0,343.0,325.0,185.0,-0.056,-9.665,-0.084,7.484,41.344,1.951,6.298
27.54,-0.941,337.0,334.0,325.0,141.0,-0.046,-8.956,-0.17,7.302,41.492,1.952,6.297
27.56,-0.941,327.0,325.0,319.0,92.0,-0.057,-8.24,-1.118,7.123,41.637,1.953,6.296
27.58,-0.941,319.0,319.0,301.0,92.0,-0.079,-6.843,-1.925,6.947,41.778,1.953,6.295
27.6,-1.11,314.0,310.0,257.0,65.0,-0.073,-6.849,-0.596,6.776,41.916,1.953,6.294
27.62,-1.11,308.0,305.0,217.0,55.0,-0.059,-7.742,0.07,6.561,42.024,1.951,6.294
27.64,-1.312,302.0,298.0,195.0,48.0,-0.04,-7.895,-0.227,6.406,42.154,1.95,6.293
27.66,-1.312,294.0,289.0,173.0,46.0,-0.053,-8.253,-1.232,6.257,42.281,1.949,6.291
27.68,-1.312,287.0,280.0,134.0,55.0,-0.098,-8.206,-1.597,6.108,42.405,1.947,6.29
27.7,-1.549,281.0,268.0,90.0,63.0,-0.145,-8.388,0.126,6.036,42.562,1.95,6.29
27.72,-1.549,274.0,257.0,67.0,66.0,-0.185,-8.805,1.268,5.876,42.682,1.948,6.289
27.74,-1.901,267.0,249.0,63.0,83.0,-0.234,-8.898,0.132,5.712,42.798,1.946,6.287
27.76,-1.901,258.0,241.0,56.0,136.0,-0.284,-9.076,-0.457,5.543,42.911,1.944,6.284
27.78,-1.901,250.0,230.0,51.0,204.0,-0.291,-6.709,-2.133,5.372,43.021,1.941,6.28
27.8,-2.221,243.0,221.0,55.0,229.0,-0.232,-7.255,-2.452,5.213,43.13,1.949,6.274
27.82,-2.221,233.0,212.0,64.0,226.0,-0.169,-8.154,-1.248,5.048,43.233,1.948,6.269
27.84,-2.509,224.0,202.0,77.0,217.0,-0.126,-8.655,-1.679,4.887,43.333,1.946,6.264
27.86,-2.509,212.0,193.0,96.0,211.0,-0.104,-9.583,-2.443,4.726,43.43,1.943,6.26
27.88,-2.509,203.0,192.0,138.0,203.0,-0.084,-9.812,-2.029,4.564,43.523,1.94,6.256
27.9,-2.71,193.0,189.0,190.0,194.0,-0.074,-7.95,-0.405,4.378,43.606,1.942,6.256
27.92,-2.71,185.0,179.0,184.0,184.0,-0.093,-7.983,0.923,4.188,43.685,1.945,6.257
27.94,-2.829,177.0,172.0,178.0,177.0,-0.105,-7.976,-0.041,4.012,43.768,1.941,6.255
27.96,-2.829,168.0,164.0,169.0,170.0,-0.097,-7.878,-0.453,3.84,43.847,1.937,6.253
27.98,-2.829,160.0,158.0,162.0,161.0,-0.09,-7.955,-0.523,3.673,43.922,1.933,6.251
28.0,-2.947,153.0,151.0,162.0,153.0,-0.072,-8.374,-0.224,3.548,44.008,1.923,6.251
28.02,-2.947,147.0,143.0,152.0,144.0,-0.074,-8.127,-0.574,3.388,44.078,1.919,6.249
28.04,-3.046,140.0,137.0,145.0,135.0,-0.075,-8.195,-0.967,3.227,44.144,1.914,6.247
28.06,-3.046,131.0,128.0,138.0,128.0,-0.077,-8.441,-0.7,3.064,44.208,1.91,6.246
28.08,-3.046,122.0,122.0,130.0,120.0,-0.074,-8.256,-0.332,2.899,44.267,1.905,6.244
28.1,-3.114,115.0,112.0,122.0,112.0,-0.069,-8.411,0.064,2.742,44.327,1.909,6.244
28.12,-3.114,106.0,104.0,113.0,103.0,-0.067,-8.408,-0.123,2.576,44.381,1.904,6.243
28.14,-3.03,99.0,97.0,104.0,95.0,-0.063,-8.016,-0.422,2.41,44.431,1.9,6.241
28.16,-3.03,92.0,90.0,96.0,88.0,-0.056,-7.609,-0.326,2.244,44.478,1.896,6.24
28.18,-3.03,85.0,83.0,87.0,79.0,-0.053,-7.92,-0.266,2.081,44.521,1.892,6.239
